start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,rater_id,empty_col,form_id,country,origin_org,name_org,rank_org,risk_level,risk_level_text,field_choice,field_text,sample_size,justification,calculations,minimal_effect_size,data_management_plan,archived_data,open_data,registration_other,registration_clinical_trials,comments
2022-10-06 11:53:39,2022-10-06 12:03:28,IP Address,100,588,True,2022-10-06 12:03:28,R_3OdnkFkKnzkTqET,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,hopkins_03,to be added later,Ambiguous,NA,Unsure,n/a,No,Yes,No,No,No,No,No,No,No,NA
2022-10-06 12:03:30,2022-10-06 13:22:23,IP Address,100,4733,True,2022-10-06 13:22:24,R_z6UHBRQji7688tr,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,duke_01,to be added later,Minimal (Low),NA,Unsure,n/a,No,No,No,No,No,Yes,Yes,No,No,"""Where will data be stored when they are “at rest” (i.e., not in use)?"" Would this be considered as a question about archival?"
2022-10-06 13:22:25,2022-10-06 16:24:11,IP Address,100,10905,True,2022-10-06 16:24:11,R_2vign84BhCDlbog,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,duke_02,to be added later,Minimal (Low),NA,Unsure,n/a,Yes,No,No,No,No,Yes,Yes,No,No,NA
2022-10-06 16:24:13,2022-10-06 16:29:47,IP Address,100,333,True,2022-10-06 16:29:47,R_1DJ5ejXFUoL1rjZ,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,duke_03,to be added later,Both minimal and non-minimal,NA,Unsure,n/a,No,No,No,No,No,Yes,No,No,No,"secondary data analysis. ""Who will have access to the data? If any non-Duke researchers will have access to the data, please identify them."" Would you consider this as an open data question?"
2022-10-06 16:39:30,2022-10-06 16:45:56,IP Address,100,385,True,2022-10-06 16:45:57,R_2TNqVplrbcPjMIs,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,uscd_01,to be added later,Ambiguous,NA,Psychology and Social Sciences Combined,unkown,No,No,No,No,No,No,No,No,No,asks about measures of risk minimizitation but that does not mean that it is a minimal risk IRB form
2022-10-06 16:45:58,2022-10-06 16:57:36,IP Address,100,697,True,2022-10-06 16:57:37,R_27vbmE6D63WCzeT,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,uscd_02,to be added later,Both minimal and non-minimal,NA,Unsure,n/a,No,No,No,No,No,No,No,No,No,I rated this form as both minimal and non-minimal risk because this form could be used to get HIPAA waiwer. If this is correct my rating for uscd_01 should be changed as well.
2022-10-06 16:57:37,2022-10-06 17:07:34,IP Address,100,596,True,2022-10-06 17:07:34,R_2P7DC1sQGNTY2JE,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,uscd_03,to be added later,Ambiguous,NA,Medicine form,unknown,Yes,Yes,Yes,No,No,Yes,Yes,No,No,the form states that confirmatory analyses should be registered but does not recommend registries.
2022-10-06 17:18:48,2022-10-06 17:43:46,IP Address,100,1497,True,2022-10-06 17:43:46,R_AbLXV5GKCNaCytz,NA,NA,NA,NA,37.4651,-122.143,anonymous,EN,MK,NA,NA,USA,University,pittsburgh_01,to be added later,Ambiguous,NA,Medicine form,unknown,Yes,Yes,No,No,No,No,No,No,Yes,minimal risk explicitely is only asked if prisoners are involved. not sure about data archival
2022-10-08 08:55:29,2022-10-08 09:03:58,IP Address,100,508,True,2022-10-08 09:03:58,R_2UVZiF7PlQUSKaR,NA,NA,NA,NA,52.5062,-1.9425,anonymous,EN,SP,NA,birmingham_01,UK,University,Birmingham,12,Both minimal and non-minimal,NA,All Human Research,N.a.,Yes,No,No,No,No,No,No,No,No,NA
2022-10-08 09:04:01,2022-10-08 09:12:26,IP Address,100,505,True,2022-10-08 09:12:26,R_OJ4WLJjvJ8G0lnX,NA,NA,NA,NA,52.5062,-1.9425,anonymous,EN,SP,NA,warwick_01,UK,University,University of Warwick,13,Both minimal and non-minimal,NA,Social Sciences form,Humanities and social sciences REC,No,No,No,No,Yes,No,No,No,No,Warwick_01
2022-10-18 14:02:38,2022-10-18 14:18:05,IP Address,100,926,True,2022-10-18 14:18:05,R_cMbpM7R1rHHSPZf,NA,NA,NA,NA,52.4867,-1.8989,qr,EN,SP,NA,warwick_02,UK,University,Univeristy of Warwick,13,Both minimal and non-minimal,NA,Social Sciences form,humanities and social sciences,Yes,Yes,No,No,Yes,Yes,No,No,No,Warwick_02
2022-10-18 16:08:41,2022-10-18 16:20:49,IP Address,100,727,True,2022-10-18 16:20:49,R_2uPUu39Ey9xMmZx,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,tasmania_01,NA,NA,NA,NA,Ambiguous,NA,Medicine form,unknown,Yes,Yes,No,No,Yes,Yes,Yes,No,No,NA
2022-10-18 16:20:50,2022-10-18 16:49:49,IP Address,100,1738,True,2022-10-18 16:49:49,R_3nNKUjUR632aIbi,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,tasmania_02,NA,NA,NA,NA,Ambiguous,NA,Social Sciences form,unknown,Yes,Yes,No,No,Yes,Yes,No,No,No,NA
2022-10-18 16:49:51,2022-10-18 17:20:21,IP Address,100,1829,True,2022-10-18 17:20:21,R_2R99ZU7g5acrQG1,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,curtin_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,n/a,Yes,No,No,No,Yes,No,No,Yes,No,ANZCTR registry
2022-10-18 17:25:54,2022-10-18 17:33:46,IP Address,100,472,True,2022-10-18 17:33:47,R_32QpXc4P6MysbN6,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,unsw_01_b,NA,NA,NA,NA,Ambiguous,NA,Unsure,n/a,Yes,Yes,No,No,No,Yes,Yes,No,No,NA
2022-10-18 17:33:49,2022-10-18 17:43:27,IP Address,100,578,True,2022-10-18 17:43:27,R_D0slUWqoItfgUjT,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,unsw_03,NA,NA,NA,NA,Ambiguous,NA,Medicine form,unknown,Yes,No,Yes,No,No,No,No,No,No,NA
2022-10-18 17:43:45,2022-10-18 17:46:20,IP Address,100,155,True,2022-10-18 17:46:20,R_3QYHW0FbjOsuDPv,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,unsw_04,NA,NA,NA,NA,Ambiguous,NA,Medicine form,unknown,Yes,No,Yes,No,No,No,No,No,No,NA
2022-10-18 17:46:21,2022-10-18 17:50:00,IP Address,100,218,True,2022-10-18 17:50:00,R_3oz6swC5xlMqODN,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,unsw_05,NA,NA,NA,NA,Ambiguous,NA,Medicine form,"Physiological, Psychological, Psychiatric, Surgical or Health Interventions",Yes,No,Yes,No,No,No,No,No,No,NA
2022-10-18 17:51:35,2022-10-18 17:59:38,IP Address,100,482,True,2022-10-18 17:59:38,R_3DvyesR7V131yqf,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,adelaide_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,n/a,Yes,No,No,No,No,Yes,Yes,No,No,NA
2022-10-18 18:06:28,2022-10-18 18:15:42,IP Address,100,554,True,2022-10-18 18:15:42,R_1FaHuBWP2VW73w2,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,latrobe_01_a,NA,NA,NA,NA,Ambiguous,NA,Unsure,n/a,Yes,Yes,No,No,No,Yes,Yes,No,Yes,7.4 Clinical trials registry number (register at http://www.anzctr.org.au/): Insert text here
2022-10-18 18:16:09,2022-10-18 18:33:39,IP Address,100,1049,True,2022-10-18 18:33:39,R_2zGZhGBTrgrRcNz,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,wollongong_01,NA,NA,NA,NA,Ambiguous,NA,Unsure,n/a,No,No,Yes,No,Yes,Yes,Yes,No,No,I checked the data related questions since it is mandatory to include a DMP to the IRB form that asks about these questions.
2022-10-19 09:23:32,2022-10-20 17:55:21,IP Address,100,117108,True,2022-10-20 17:55:21,R_30o70xPZgP5NEay,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,uwa_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,n/a,No,No,No,No,No,No,No,No,No,NA
2022-10-28 07:20:55,2022-10-28 07:34:40,IP Address,100,824,True,2022-10-28 07:34:40,R_2waffjjBB8B36QM,NA,NA,NA,NA,53.6478,-1.781,qr,EN,SP,NA,warwick_03,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine form,Biomedical and scientific research,Yes,Yes,No,No,No,Yes,No,No,No,NA
2022-10-28 07:34:43,2022-10-28 07:45:56,IP Address,100,673,True,2022-10-28 07:45:57,R_3qkwXpKkeX8w4qm,NA,NA,NA,NA,53.6478,-1.781,qr,EN,SP,NA,qmul_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human research,Yes,Yes,No,No,Yes,No,Yes,No,No,NA
2022-10-28 07:46:15,2022-10-28 07:50:39,IP Address,100,264,True,2022-10-28 07:50:40,R_1rD22EsOLASlGXM,NA,NA,NA,NA,53.6478,-1.781,qr,EN,SP,NA,leeds_01,NA,NA,NA,NA,Minimal (Low),NA,All Human Research,All human research,No,No,No,No,No,No,No,No,No,NA
2022-10-28 07:50:45,2022-10-28 07:57:37,IP Address,100,412,True,2022-10-28 07:57:38,R_2s6BkAmmFl2p2zk,NA,NA,NA,NA,53.6478,-1.781,qr,EN,SP,NA,leeds_02,NA,NA,NA,NA,Ambiguous,NA,All Human Research,All human research,Yes,Yes,No,No,Yes,Yes,No,No,No,NA
2022-10-28 07:57:46,2022-10-28 08:04:41,IP Address,100,415,True,2022-10-28 08:04:41,R_2atKW3H6XVUxLvv,NA,NA,NA,NA,53.6478,-1.781,qr,EN,SP,NA,leeds_03,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human research,Yes,Yes,Yes,No,No,Yes,No,No,No,NA
2022-10-28 08:04:51,2022-10-28 08:16:44,IP Address,100,713,True,2022-10-28 08:16:45,R_1JRChWv5nqFjvsF,NA,NA,NA,NA,53.6478,-1.781,qr,EN,SP,NA,leeds_04,NA,NA,NA,NA,Ambiguous,NA,All Human Research,All human research,Yes,No,No,No,Yes,No,No,No,No,NA
2022-10-30 06:14:58,2022-10-30 07:14:16,IP Address,100,3558,True,2022-10-30 07:14:17,R_3Mu39eMIYYAuHD3,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,duke_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human research,Yes,No,No,No,No,Yes,Yes,No,No,NA
2022-10-30 07:14:20,2022-10-30 07:21:13,IP Address,100,413,True,2022-10-30 07:21:14,R_2SGIFsP2E16NwqP,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,duke_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All Human research,Yes,No,No,No,No,Yes,Yes,No,No,NA
2022-10-30 07:58:39,2022-10-30 08:04:28,IP Address,100,348,True,2022-10-30 08:04:28,R_3I44NYRdOU571Os,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,duke_03,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human,Yes,No,No,No,No,No,No,No,No,NA
2022-10-30 08:04:46,2022-10-30 08:13:22,IP Address,100,516,True,2022-10-30 08:13:23,R_1OwRQh6dcLgBr7x,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,pittsburgh_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human research,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA
2022-10-30 08:13:32,2022-10-30 08:19:13,IP Address,100,340,True,2022-10-30 08:19:13,R_1Mk5TZFtUxxmLkJ,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,maryland_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human research,Yes,Yes,No,No,No,No,No,No,No,NA
2022-10-30 08:19:14,2022-10-30 08:39:59,IP Address,100,1244,True,2022-10-30 08:39:59,R_2uP8u4USOzNJFnc,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,nih_03,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine form,Natural history or observation,Yes,No,No,No,Yes,Yes,No,No,Yes,NA
2022-10-30 08:40:02,2022-10-30 08:57:54,IP Address,100,1071,True,2022-10-30 08:57:54,R_2CCbRXWGROfEr66,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,nih_04,NA,NA,NA,NA,Both minimal and non-minimal,NA,Unsure,Clinical trials,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,NA
2022-10-30 08:57:56,2022-10-30 09:10:48,IP Address,100,771,True,2022-10-30 09:10:48,R_30rhvcUPu5gUwOw,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,nih_05,NA,NA,NA,NA,Minimal (Low),NA,All Human Research,All human research,Yes,No,No,No,No,No,No,No,No,NA
2022-10-30 09:10:56,2022-10-30 09:28:10,IP Address,100,1034,True,2022-10-30 09:28:10,R_3qVaIep4DNzNxk3,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,nih_06,NA,NA,NA,NA,Both minimal and non-minimal,NA,Psychology and Social Sciences Combined,Behavioural and social sciences,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA
2022-10-30 09:35:57,2022-10-30 09:52:46,IP Address,100,1009,True,2022-10-30 09:52:47,R_3QPD59tm44N6CsF,NA,NA,NA,NA,53.4425,-2.4181,qr,EN,SP,NA,healthcanada_01_b,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human,Yes,Yes,No,No,No,No,No,No,No,"Responses have been recorded by accessing the instruction link from healthcanada_01_b, and then from that website the research protocol instructions link found in ""Application form instructions"" > 2.3 ""Detailed research protocol"" > Sentence 2 ""research protocol instructions"" hyperlink"
2022-10-30 09:52:49,2022-10-30 10:04:23,IP Address,100,694,True,2022-10-30 10:04:24,R_2CrHF4h7jp2jdFL,NA,NA,NA,NA,53.6875,-1.6263,qr,EN,SP,NA,latrobe_01_a,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human research,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,"Coded with latrobe_01_b / form b only contributed to clin reg response, the rest are from form a"
2022-10-30 10:04:37,2022-10-30 10:17:01,IP Address,100,744,True,2022-10-30 10:17:01,R_1ltc0nEXr0drve2,NA,NA,NA,NA,53.6875,-1.6263,qr,EN,SP,NA,wollongong_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human,No,Yes,Yes,No,Yes,Yes,No,No,No,Coded alongside with wollogong_01
2022-10-30 10:17:10,2022-10-30 10:21:15,IP Address,100,244,True,2022-10-30 10:21:15,R_4G8tW54IbpHHzkB,NA,NA,NA,NA,53.6875,-1.6263,qr,EN,SP,NA,tasmania_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,Social Sciences form,Social sciences research focus,Yes,Yes,No,No,Yes,Yes,No,No,No,NA
2022-10-30 10:21:19,2022-10-30 10:23:57,IP Address,100,157,True,2022-10-30 10:23:58,R_2bJ91mHv0EmYvBf,NA,NA,NA,NA,53.6875,-1.6263,qr,EN,SP,NA,tasmania_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine and Psychology Combined,Health and medical research focus,Yes,Yes,Yes,No,Yes,Yes,No,No,No,NA
2022-11-07 10:24:04,2022-11-07 10:40:46,IP Address,100,1001,True,2022-11-07 10:40:46,R_2w0rIsYoDBbKuV1,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,toronto_03,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,Human research,No,No,No,No,No,No,No,No,No,NA
2022-11-07 10:42:33,2022-11-07 10:46:06,IP Address,100,213,True,2022-11-07 10:46:06,R_1CrMpaXF49hG75R,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,glasgow_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,Psychology and Social Sciences Combined,Non clinical research,No,No,No,No,No,No,No,No,No,NA
2022-11-07 10:47:16,2022-11-07 10:57:18,IP Address,100,602,True,2022-11-07 10:57:18,R_xyWKO21sROgbB5f,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,michigan_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,Unsure,Unsure,Yes,No,No,No,Yes,No,No,No,No,NA
2022-11-07 10:58:05,2022-11-07 11:08:11,IP Address,100,605,True,2022-11-07 11:08:11,R_2ByXsJEWLJAQrFO,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,queens_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine and Psychology Combined,"Clinical trials,  interventional research, studies involving invasive contact or the performance of a task.",Yes,Yes,No,No,Yes,Yes,No,No,Yes,Queens_01
2022-11-07 11:08:13,2022-11-07 11:21:09,IP Address,100,776,True,2022-11-07 11:21:10,R_2THle71WbSxvnyN,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,queens_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine and Psychology Combined,"Case reports, chart reviews, biological samples, secondary data",No,No,No,No,Yes,Yes,No,No,Yes,Queens_02
2022-11-07 11:21:25,2022-11-07 11:27:08,IP Address,100,343,True,2022-11-07 11:27:08,R_3htPkMbOyLJtzIB,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,queens_03,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine and Psychology Combined,"Health sciences , surveys...evaluation/assessment",Yes,Yes,No,No,Yes,Yes,No,No,No,Queens_03
2022-11-07 11:27:16,2022-11-07 11:32:45,IP Address,100,329,True,2022-11-07 11:32:46,R_1DOmkWVsSeAMXxQ,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,queens_04,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,"General form for social sciences, humanities, science and engineering",Yes,Yes,No,No,Yes,Yes,No,No,No,Queens_04
2022-11-07 11:34:36,2022-11-07 11:41:53,IP Address,100,437,True,2022-11-07 11:41:54,R_1N2fZ0ilQ5wdXpA,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,queens_05,NA,NA,NA,NA,Both minimal and non-minimal,NA,Unsure,Self study application form by greb,No,No,No,No,No,No,No,No,No,Queens_05
2022-11-07 11:41:59,2022-11-07 11:43:55,IP Address,100,116,True,2022-11-07 11:43:55,R_21u41z7h1U1v27c,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,queens_06,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,All human secondary data greb,No,No,No,No,No,No,No,No,No,Queens_06
2022-11-07 11:44:07,2022-11-07 11:47:28,IP Address,100,201,True,2022-11-07 11:47:28,R_2QYQkEIH0wXNDDP,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,wsu_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,Projext description,Yes,Yes,No,No,Yes,No,No,No,Yes,Wsu_01
2022-11-07 11:58:09,2022-11-07 12:04:31,IP Address,100,382,True,2022-11-07 12:04:32,R_1g1jdMw0Wcw7Oz0,NA,NA,NA,NA,53.4916,-2.3009,qr,EN,SP,NA,wsu_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine form,Biosafety and radiation safety,No,No,No,No,No,No,No,No,No,Wsu_02
2022-11-13 12:01:33,2022-11-13 12:08:14,IP Address,100,401,True,2022-11-13 12:08:14,R_NVceBI2eTht6kox,NA,NA,NA,NA,53.4628,-2.1626,qr,EN,SP,NA,minnesota_01,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine form,Biomedical research,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA
2022-11-13 12:08:19,2022-11-13 12:12:33,IP Address,100,253,True,2022-11-13 12:12:33,R_3IXf3Mhf5ds9D9Y,NA,NA,NA,NA,53.4628,-2.1626,qr,EN,SP,NA,minnesota_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,Psychology and Social Sciences Combined,Social-behavioural studies,Yes,No,Yes,No,Yes,No,Yes,No,Yes,NA
2022-11-14 05:07:13,2022-11-14 05:13:44,IP Address,100,391,True,2022-11-14 05:13:45,R_2wAni70RfhXJhNk,NA,NA,NA,NA,52.5297,-1.8543,qr,EN,SP,NA,unsw_03,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine form,Clinical trial protocol for investigational medical product,Yes,No,Yes,No,No,No,No,No,No,NA
2022-11-14 05:13:48,2022-11-14 05:18:55,IP Address,100,307,True,2022-11-14 05:18:55,R_1JVZQFS5vcFMgcX,NA,NA,NA,NA,52.5297,-1.8543,qr,EN,SP,NA,unsw_04,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine form,Clinical trial protocol investigational medical device,Yes,No,Yes,No,No,No,No,No,No,NA
2022-11-14 05:18:59,2022-11-14 05:22:16,IP Address,100,196,True,2022-11-14 05:22:16,R_1GWC4hOy6mTrlAp,NA,NA,NA,NA,52.5297,-1.8543,qr,EN,SP,NA,unsw_05,NA,NA,NA,NA,Both minimal and non-minimal,NA,Medicine and Psychology Combined,"Clinical trial protocol, physiological, psychological, psychiatric, surgical or health intervention",Yes,No,Yes,No,No,No,No,No,No,NA
2022-11-29 16:08:52,2022-11-29 16:19:13,IP Address,100,621,True,2022-11-29 16:19:14,R_32Sde3TIyd8q6I4,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,anu_01,NA,NA,NA,NA,Ambiguous,NA,All Human Research,n/a,Yes,Yes,No,No,No,No,No,No,No,"""(For surveys, include justification of the sample size)."" Why just the surveys?"
2022-11-29 16:19:39,2022-11-29 17:14:11,IP Address,100,3271,True,2022-11-29 17:14:14,R_24HSNFdC62pGuVH,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,anu_02,NA,NA,NA,NA,Minimal (Low),NA,All Human Research,n/a,Yes,Yes,No,No,No,No,No,No,No,NA
2022-11-29 17:15:55,2022-11-29 17:23:18,IP Address,100,442,True,2022-11-29 17:23:21,R_1FFYoLe48zQy5N6,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,monash_01,NA,NA,NA,NA,Ambiguous,NA,All Human Research,n/a,Yes,No,No,No,No,No,Yes,No,No,NA
2022-11-29 17:23:21,2022-11-29 17:36:16,IP Address,100,774,True,2022-11-29 17:36:17,R_2rSGCK2mZmjfTQ3,NA,NA,NA,NA,37.423,-122.1639,anonymous,EN,MK,NA,monash_02,NA,NA,NA,NA,Both minimal and non-minimal,NA,All Human Research,n/a,Yes,No,No,No,No,No,Yes,No,No,I am not sure whether this is the high risk or monash1 or what the difference is really.
